id,employee_name,salary_rice_kg,allowance_value_idr
41788,Budi Lestari,15,225000
41789,Siti Mulyani,20,300000
41790,Andi Lestari,20,300000
41791,Rini Setiawan,10,150000
41792,Siti Santoso,10,150000
41793,Andi Lestari,30,450000
41794,Dewi Mulyani,20,300000
41795,Budi Rahma,10,150000
41796,Siti Rahma,15,225000
41797,Ahmad Setiawan,15,225000
41798,Siti Wijaya,10,150000
41799,Hadi Setiawan,30,450000
41800,Hadi Rahma,15,225000
41801,Mega Santoso,20,300000
41802,Andi Lestari,30,450000
41803,Hadi Dani,20,300000
41804,Eko Dani,25,375000
41805,Mega Santoso,25,375000
41806,Hadi Kusuma,10,150000
41807,Dewi Rahma,20,300000
41808,Ahmad Rahma,20,300000
41809,Eko Wijaya,25,375000
41810,Hadi Mulyani,20,300000
41811,Andi Prasetyo,10,150000
41812,Dewi Kusuma,20,300000
41813,Ahmad Wijaya,20,300000
41814,Dewi Santoso,15,225000
41815,Andi Santoso,25,375000
41816,Eko Dani,25,375000
41817,Andi Utami,10,150000
41818,Dewi Kusuma,10,150000
41819,Sri Dani,30,450000
41820,Andi Lestari,20,300000
41821,Mega Utami,25,375000
41822,Hadi Utami,30,450000
41823,Andi Lestari,20,300000
41824,Sri Dani,30,450000
41825,Siti Setiawan,15,225000
41826,Rini Santoso,25,375000
41827,Mega Setiawan,25,375000
41828,Andi Santoso,25,375000
41829,Siti Santoso,20,300000
41830,Budi Rahma,25,375000
41831,Dewi Utami,25,375000
41832,Hadi Wijaya,20,300000
41833,Mega Mulyani,15,225000
41834,Mega Rahma,10,150000
41835,Mega Lestari,15,225000
41836,Hadi Lestari,10,150000
41837,Eko Utami,15,225000
41838,Ahmad Kusuma,20,300000
41839,Dewi Prasetyo,30,450000
41840,Dewi Setiawan,30,450000
41841,Eko Prasetyo,15,225000
41842,Eko Prasetyo,30,450000
41843,Andi Dani,20,300000
41844,Hadi Wijaya,20,300000
41845,Sri Mulyani,25,375000
41846,Rini Lestari,20,300000
41847,Hadi Kusuma,30,450000
41848,Ahmad Prasetyo,10,150000
41849,Sri Rahma,10,150000
41850,Siti Prasetyo,15,225000
41851,Budi Santoso,25,375000
41852,Dewi Setiawan,30,450000
41853,Hadi Lestari,20,300000
41854,Mega Santoso,15,225000
41855,Rini Lestari,20,300000
41856,Rini Setiawan,20,300000
41857,Ahmad Dani,10,150000
41858,Siti Utami,10,150000
41859,Sri Dani,15,225000
41860,Ahmad Setiawan,10,150000
41861,Rini Setiawan,25,375000
41862,Mega Kusuma,20,300000
41863,Sri Setiawan,20,300000
41864,Rini Lestari,25,375000
41865,Ahmad Mulyani,25,375000
41866,Dewi Mulyani,10,150000
41867,Sri Wijaya,20,300000
41868,Ahmad Dani,15,225000
41869,Rini Lestari,30,450000
41870,Hadi Setiawan,20,300000
41871,Dewi Santoso,25,375000
41872,Sri Lestari,20,300000
41873,Budi Dani,25,375000
41874,Sri Mulyani,15,225000
41875,Siti Lestari,30,450000
41876,Budi Santoso,30,450000
41877,Dewi Prasetyo,15,225000
41878,Sri Rahma,15,225000
41879,Sri Kusuma,20,300000
41880,Hadi Wijaya,10,150000
41881,Budi Kusuma,10,150000
41882,Hadi Kusuma,20,300000
41883,Mega Santoso,20,300000
41884,Hadi Kusuma,15,225000
41885,Rini Setiawan,20,300000
41886,Sri Kusuma,25,375000
41887,Rini Prasetyo,25,375000
41888,Dewi Rahma,30,450000
41889,Ahmad Utami,20,300000
41890,Sri Lestari,25,375000
41891,Mega Kusuma,25,375000
41892,Mega Wijaya,10,150000
41893,Hadi Mulyani,30,450000
41894,Siti Santoso,25,375000
41895,Budi Prasetyo,30,450000
41896,Hadi Wijaya,10,150000
41897,Budi Rahma,20,300000
41898,Siti Rahma,10,150000
41899,Eko Rahma,30,450000
41900,Eko Dani,30,450000
41901,Sri Utami,25,375000
41902,Andi Prasetyo,25,375000
41903,Andi Prasetyo,10,150000
41904,Ahmad Utami,25,375000
41905,Dewi Santoso,30,450000
41906,Budi Santoso,15,225000
41907,Dewi Kusuma,25,375000
41908,Budi Dani,15,225000
41909,Mega Lestari,25,375000
41910,Ahmad Wijaya,15,225000
41911,Andi Santoso,20,300000
41912,Sri Utami,30,450000
41913,Rini Utami,30,450000
41914,Budi Kusuma,15,225000
41915,Sri Santoso,10,150000
41916,Hadi Wijaya,25,375000
41917,Budi Mulyani,15,225000
41918,Ahmad Rahma,25,375000
41919,Ahmad Kusuma,30,450000
41920,Rini Dani,25,375000
41921,Siti Wijaya,20,300000
41922,Budi Lestari,10,150000
41923,Rini Lestari,25,375000
41924,Budi Kusuma,20,300000
41925,Andi Santoso,10,150000
41926,Dewi Utami,15,225000
41927,Rini Kusuma,15,225000
41928,Hadi Lestari,25,375000
41929,Rini Lestari,20,300000
41930,Rini Santoso,15,225000
41931,Sri Utami,15,225000
41932,Rini Mulyani,25,375000
41933,Mega Lestari,20,300000
41934,Andi Santoso,20,300000
41935,Ahmad Wijaya,25,375000
41936,Mega Santoso,20,300000
41937,Siti Lestari,30,450000
41938,Sri Kusuma,25,375000
41939,Mega Lestari,15,225000
41940,Budi Rahma,20,300000
41941,Eko Rahma,15,225000
41942,Hadi Mulyani,25,375000
41943,Ahmad Lestari,20,300000
41944,Dewi Wijaya,30,450000
41945,Sri Mulyani,30,450000
41946,Mega Utami,10,150000
41947,Dewi Prasetyo,20,300000
41948,Sri Rahma,20,300000
41949,Andi Rahma,10,150000
41950,Rini Kusuma,20,300000
41951,Mega Setiawan,15,225000
41952,Hadi Kusuma,30,450000
41953,Ahmad Setiawan,15,225000
41954,Hadi Kusuma,25,375000
41955,Siti Lestari,15,225000
41956,Budi Rahma,30,450000
41957,Hadi Dani,10,150000
41958,Mega Wijaya,10,150000
41959,Ahmad Utami,15,225000
41960,Andi Dani,20,300000
41961,Siti Rahma,15,225000
41962,Budi Rahma,10,150000
41963,Rini Mulyani,25,375000
41964,Sri Mulyani,10,150000
41965,Budi Santoso,15,225000
41966,Siti Setiawan,15,225000
41967,Mega Setiawan,25,375000
41968,Siti Setiawan,10,150000
41969,Siti Dani,10,150000
41970,Mega Wijaya,15,225000
41971,Andi Wijaya,30,450000
41972,Eko Rahma,20,300000
41973,Eko Santoso,10,150000
41974,Budi Prasetyo,20,300000
41975,Rini Prasetyo,20,300000
41976,Andi Lestari,30,450000
41977,Mega Rahma,30,450000
41978,Budi Prasetyo,15,225000
41979,Ahmad Dani,10,150000
41980,Mega Rahma,25,375000
41981,Hadi Wijaya,30,450000
41982,Ahmad Rahma,20,300000
41983,Eko Setiawan,25,375000
41984,Sri Santoso,25,375000
41985,Sri Dani,20,300000
41986,Dewi Setiawan,30,450000
41987,Andi Setiawan,25,375000
41988,Mega Dani,25,375000
41989,Rini Kusuma,30,450000
41990,Mega Dani,30,450000
41991,Siti Setiawan,30,450000
41992,Sri Wijaya,30,450000
41993,Siti Rahma,30,450000
41994,Hadi Mulyani,25,375000
41995,Dewi Wijaya,15,225000
41996,Rini Wijaya,10,150000
41997,Siti Lestari,15,225000
41998,Dewi Dani,30,450000
41999,Mega Prasetyo,15,225000
42000,Andi Wijaya,30,450000
42001,Hadi Utami,10,150000
42002,Siti Prasetyo,25,375000
42003,Eko Santoso,20,300000
42004,Eko Prasetyo,20,300000
42005,Rini Lestari,25,375000
42006,Eko Kusuma,25,375000
42007,Andi Wijaya,10,150000
42008,Eko Mulyani,15,225000
42009,Ahmad Santoso,25,375000
42010,Mega Santoso,30,450000
42011,Mega Mulyani,20,300000
42012,Sri Kusuma,25,375000
42013,Eko Mulyani,20,300000
42014,Andi Dani,10,150000
42015,Eko Prasetyo,15,225000
42016,Ahmad Setiawan,15,225000
42017,Ahmad Kusuma,20,300000
42018,Sri Santoso,25,375000
42019,Rini Lestari,25,375000
42020,Sri Dani,25,375000
42021,Dewi Rahma,10,150000
42022,Andi Prasetyo,30,450000
42023,Mega Setiawan,25,375000
42024,Ahmad Utami,30,450000
42025,Eko Lestari,30,450000
42026,Eko Rahma,25,375000
42027,Rini Setiawan,10,150000
42028,Dewi Dani,10,150000
42029,Dewi Santoso,20,300000
42030,Dewi Wijaya,15,225000
42031,Rini Lestari,20,300000
42032,Ahmad Santoso,30,450000
42033,Hadi Utami,15,225000
42034,Rini Utami,25,375000
42035,Eko Dani,15,225000
42036,Dewi Dani,20,300000
42037,Hadi Kusuma,10,150000
42038,Hadi Lestari,30,450000
42039,Mega Santoso,25,375000
42040,Siti Rahma,20,300000
42041,Sri Mulyani,20,300000
42042,Rini Rahma,15,225000
42043,Budi Rahma,20,300000
42044,Andi Setiawan,25,375000
42045,Andi Lestari,25,375000
42046,Mega Rahma,30,450000
42047,Ahmad Utami,20,300000
42048,Dewi Mulyani,10,150000
42049,Hadi Prasetyo,25,375000
42050,Mega Wijaya,10,150000
42051,Rini Prasetyo,15,225000
42052,Andi Utami,30,450000
42053,Andi Utami,15,225000
42054,Eko Wijaya,10,150000
42055,Budi Wijaya,10,150000
42056,Sri Setiawan,10,150000
42057,Eko Mulyani,25,375000
42058,Hadi Setiawan,25,375000
42059,Dewi Utami,10,150000
42060,Siti Rahma,20,300000
42061,Siti Prasetyo,20,300000
42062,Budi Dani,25,375000
42063,Sri Santoso,25,375000
42064,Hadi Setiawan,25,375000
42065,Sri Wijaya,10,150000
42066,Rini Santoso,25,375000
42067,Ahmad Prasetyo,30,450000
42068,Eko Santoso,20,300000
42069,Dewi Wijaya,30,450000
42070,Ahmad Dani,20,300000
42071,Dewi Dani,25,375000
42072,Budi Rahma,20,300000
42073,Rini Santoso,30,450000
42074,Budi Lestari,15,225000
42075,Sri Utami,30,450000
42076,Mega Santoso,10,150000
42077,Sri Lestari,15,225000
42078,Andi Wijaya,25,375000
42079,Siti Mulyani,20,300000
42080,Andi Wijaya,20,300000
42081,Sri Kusuma,30,450000
42082,Sri Prasetyo,30,450000
42083,Budi Utami,20,300000
42084,Budi Kusuma,10,150000
42085,Mega Dani,20,300000
42086,Mega Santoso,10,150000
42087,Eko Rahma,25,375000
42088,Dewi Rahma,20,300000
42089,Rini Rahma,15,225000
42090,Siti Wijaya,30,450000
42091,Budi Wijaya,20,300000
42092,Hadi Dani,30,450000
42093,Siti Setiawan,10,150000
42094,Rini Santoso,20,300000
42095,Mega Dani,25,375000
42096,Rini Dani,20,300000
42097,Rini Kusuma,10,150000
42098,Eko Rahma,25,375000
42099,Rini Lestari,30,450000
42100,Mega Lestari,10,150000
42101,Dewi Kusuma,10,150000
42102,Mega Dani,20,300000
42103,Dewi Mulyani,30,450000
42104,Eko Prasetyo,25,375000
42105,Andi Utami,15,225000
42106,Andi Dani,20,300000
42107,Ahmad Prasetyo,10,150000
42108,Dewi Prasetyo,15,225000
42109,Ahmad Santoso,30,450000
42110,Eko Mulyani,30,450000
42111,Mega Dani,25,375000
42112,Sri Setiawan,10,150000
42113,Budi Kusuma,30,450000
42114,Mega Dani,10,150000
42115,Siti Rahma,25,375000
42116,Siti Dani,25,375000
42117,Eko Kusuma,25,375000
42118,Mega Rahma,20,300000
42119,Ahmad Dani,15,225000
42120,Rini Wijaya,30,450000
42121,Andi Rahma,15,225000
42122,Mega Santoso,10,150000
42123,Ahmad Lestari,10,150000
42124,Andi Dani,25,375000
42125,Budi Lestari,10,150000
42126,Andi Dani,15,225000
42127,Sri Setiawan,10,150000
42128,Mega Kusuma,25,375000
42129,Dewi Setiawan,20,300000
42130,Siti Rahma,30,450000
42131,Eko Utami,25,375000
42132,Dewi Setiawan,20,300000
42133,Andi Prasetyo,15,225000
42134,Eko Wijaya,30,450000
42135,Dewi Rahma,10,150000
42136,Andi Wijaya,15,225000
42137,Ahmad Mulyani,20,300000
42138,Ahmad Lestari,20,300000
42139,Andi Santoso,25,375000
42140,Hadi Kusuma,15,225000
42141,Siti Wijaya,20,300000
42142,Budi Wijaya,20,300000
42143,Dewi Kusuma,10,150000
42144,Mega Santoso,25,375000
42145,Dewi Prasetyo,20,300000
42146,Siti Rahma,10,150000
42147,Mega Lestari,10,150000
42148,Sri Santoso,30,450000
42149,Ahmad Rahma,20,300000
42150,Hadi Kusuma,25,375000
42151,Mega Santoso,25,375000
42152,Eko Wijaya,20,300000
42153,Mega Lestari,25,375000
42154,Ahmad Lestari,10,150000
42155,Rini Rahma,20,300000
42156,Ahmad Prasetyo,15,225000
42157,Mega Utami,15,225000
42158,Dewi Dani,25,375000
42159,Sri Lestari,25,375000
42160,Andi Kusuma,10,150000
42161,Mega Lestari,10,150000
42162,Rini Dani,30,450000
42163,Hadi Prasetyo,20,300000
42164,Mega Rahma,30,450000
42165,Sri Rahma,30,450000
42166,Rini Setiawan,20,300000
42167,Andi Lestari,15,225000
42168,Dewi Lestari,20,300000
42169,Budi Prasetyo,15,225000
42170,Rini Mulyani,10,150000
42171,Mega Wijaya,10,150000
42172,Siti Setiawan,10,150000
42173,Rini Setiawan,25,375000
42174,Siti Santoso,25,375000
42175,Siti Setiawan,15,225000
42176,Hadi Utami,10,150000
42177,Eko Rahma,20,300000
42178,Andi Prasetyo,20,300000
42179,Andi Santoso,25,375000
42180,Dewi Wijaya,10,150000
42181,Ahmad Setiawan,20,300000
42182,Budi Lestari,10,150000
42183,Sri Santoso,25,375000
42184,Budi Santoso,20,300000
42185,Eko Dani,15,225000
42186,Ahmad Wijaya,10,150000
42187,Sri Santoso,20,300000
42188,Eko Wijaya,20,300000
42189,Siti Rahma,20,300000
42190,Sri Mulyani,15,225000
42191,Ahmad Santoso,10,150000
42192,Rini Lestari,25,375000
42193,Sri Utami,30,450000
42194,Siti Lestari,15,225000
42195,Dewi Setiawan,25,375000
42196,Sri Kusuma,25,375000
42197,Sri Setiawan,25,375000
42198,Hadi Lestari,30,450000
42199,Eko Mulyani,25,375000
42200,Andi Wijaya,15,225000
42201,Hadi Santoso,30,450000
42202,Siti Rahma,15,225000
42203,Mega Utami,20,300000
42204,Eko Santoso,10,150000
42205,Siti Mulyani,20,300000
42206,Siti Utami,30,450000
42207,Ahmad Lestari,10,150000
42208,Dewi Utami,15,225000
42209,Eko Santoso,10,150000
42210,Siti Kusuma,15,225000
42211,Andi Lestari,25,375000
42212,Ahmad Wijaya,30,450000
42213,Mega Lestari,10,150000
42214,Mega Dani,20,300000
42215,Ahmad Lestari,10,150000
42216,Dewi Prasetyo,20,300000
42217,Sri Rahma,20,300000
42218,Sri Setiawan,20,300000
42219,Rini Wijaya,20,300000
42220,Dewi Dani,10,150000
42221,Mega Lestari,25,375000
42222,Hadi Mulyani,30,450000
42223,Eko Rahma,10,150000
42224,Andi Utami,10,150000
42225,Siti Rahma,25,375000
42226,Sri Dani,25,375000
42227,Rini Setiawan,20,300000
42228,Mega Wijaya,10,150000
42229,Andi Dani,15,225000
42230,Sri Lestari,10,150000
42231,Budi Prasetyo,30,450000
42232,Siti Santoso,25,375000
42233,Eko Kusuma,15,225000
42234,Eko Wijaya,15,225000
42235,Hadi Prasetyo,25,375000
42236,Hadi Utami,20,300000
42237,Budi Lestari,15,225000
42238,Dewi Wijaya,20,300000
42239,Mega Prasetyo,25,375000
42240,Hadi Rahma,30,450000
42241,Ahmad Utami,20,300000
42242,Budi Setiawan,25,375000
42243,Eko Lestari,25,375000
42244,Andi Prasetyo,10,150000
42245,Andi Kusuma,15,225000
42246,Andi Setiawan,10,150000
42247,Mega Dani,20,300000
42248,Andi Dani,25,375000
42249,Budi Dani,20,300000
42250,Sri Santoso,30,450000
42251,Dewi Setiawan,25,375000
42252,Hadi Kusuma,30,450000
42253,Andi Dani,15,225000
42254,Rini Prasetyo,15,225000
42255,Hadi Setiawan,30,450000
42256,Dewi Dani,15,225000
42257,Hadi Kusuma,25,375000
42258,Ahmad Prasetyo,10,150000
42259,Dewi Prasetyo,10,150000
42260,Eko Rahma,25,375000
42261,Rini Prasetyo,25,375000
42262,Eko Lestari,20,300000
42263,Ahmad Rahma,30,450000
42264,Dewi Prasetyo,25,375000
42265,Ahmad Santoso,25,375000
42266,Siti Wijaya,10,150000
42267,Andi Rahma,20,300000
42268,Siti Mulyani,10,150000
42269,Andi Setiawan,15,225000
42270,Rini Santoso,25,375000
42271,Rini Dani,15,225000
42272,Eko Mulyani,15,225000
42273,Andi Santoso,15,225000
42274,Mega Setiawan,25,375000
42275,Eko Wijaya,15,225000
42276,Rini Rahma,30,450000
42277,Andi Dani,20,300000
42278,Budi Dani,10,150000
42279,Andi Santoso,15,225000
42280,Rini Utami,30,450000
42281,Ahmad Mulyani,20,300000
42282,Siti Mulyani,30,450000
42283,Dewi Santoso,15,225000
42284,Mega Rahma,30,450000
42285,Dewi Setiawan,30,450000
42286,Andi Mulyani,30,450000
42287,Budi Dani,20,300000
42288,Ahmad Utami,30,450000
42289,Ahmad Santoso,25,375000
42290,Mega Prasetyo,30,450000
42291,Rini Rahma,25,375000
42292,Mega Prasetyo,25,375000
42293,Mega Mulyani,20,300000
42294,Dewi Santoso,30,450000
42295,Ahmad Lestari,15,225000
42296,Andi Santoso,15,225000
42297,Siti Mulyani,30,450000
42298,Hadi Wijaya,10,150000
42299,Dewi Wijaya,30,450000
42300,Eko Setiawan,15,225000
42301,Dewi Santoso,15,225000
42302,Ahmad Wijaya,10,150000
42303,Eko Dani,15,225000
42304,Mega Santoso,20,300000
42305,Mega Dani,30,450000
42306,Hadi Santoso,15,225000
42307,Budi Wijaya,10,150000
42308,Sri Dani,15,225000
42309,Eko Lestari,15,225000
42310,Rini Setiawan,10,150000
42311,Sri Rahma,30,450000
42312,Dewi Setiawan,30,450000
42313,Sri Dani,10,150000
42314,Hadi Mulyani,30,450000
42315,Dewi Kusuma,15,225000
42316,Hadi Utami,25,375000
42317,Siti Santoso,25,375000
42318,Sri Santoso,30,450000
42319,Eko Prasetyo,15,225000
42320,Mega Kusuma,10,150000
42321,Mega Lestari,15,225000
42322,Dewi Santoso,15,225000
42323,Rini Rahma,10,150000
42324,Siti Lestari,25,375000
42325,Sri Setiawan,30,450000
42326,Ahmad Kusuma,25,375000
42327,Rini Wijaya,30,450000
42328,Eko Wijaya,30,450000
42329,Rini Utami,20,300000
42330,Siti Dani,10,150000
42331,Budi Lestari,30,450000
42332,Eko Rahma,15,225000
42333,Siti Setiawan,10,150000
42334,Dewi Santoso,30,450000
42335,Ahmad Dani,20,300000
42336,Siti Utami,25,375000
42337,Budi Setiawan,25,375000
42338,Sri Prasetyo,25,375000
42339,Mega Utami,30,450000
42340,Sri Utami,20,300000
42341,Budi Utami,25,375000
42342,Dewi Utami,25,375000
42343,Siti Wijaya,25,375000
42344,Siti Kusuma,25,375000
42345,Eko Mulyani,15,225000
42346,Mega Lestari,10,150000
42347,Sri Mulyani,25,375000
42348,Andi Dani,10,150000
42349,Budi Prasetyo,15,225000
42350,Eko Wijaya,20,300000
42351,Sri Wijaya,25,375000
42352,Budi Lestari,10,150000
42353,Dewi Mulyani,30,450000
42354,Dewi Utami,30,450000
42355,Ahmad Rahma,10,150000
42356,Budi Rahma,30,450000
42357,Eko Rahma,10,150000
42358,Sri Wijaya,25,375000
42359,Siti Lestari,15,225000
42360,Eko Rahma,20,300000
42361,Hadi Santoso,20,300000
42362,Hadi Kusuma,10,150000
42363,Budi Setiawan,15,225000
42364,Mega Lestari,25,375000
42365,Siti Wijaya,30,450000
42366,Rini Rahma,20,300000
42367,Siti Kusuma,25,375000
42368,Eko Utami,20,300000
42369,Hadi Mulyani,25,375000
42370,Rini Prasetyo,25,375000
42371,Eko Utami,25,375000
42372,Dewi Utami,30,450000
42373,Dewi Rahma,25,375000
42374,Siti Prasetyo,25,375000
42375,Eko Dani,25,375000
42376,Sri Wijaya,25,375000
42377,Eko Wijaya,10,150000
42378,Mega Prasetyo,10,150000
42379,Ahmad Kusuma,15,225000
42380,Sri Kusuma,10,150000
42381,Hadi Lestari,10,150000
42382,Budi Santoso,25,375000
42383,Eko Santoso,15,225000
42384,Hadi Setiawan,30,450000
42385,Ahmad Santoso,25,375000
42386,Rini Kusuma,15,225000
42387,Siti Setiawan,20,300000
42388,Ahmad Prasetyo,20,300000
42389,Ahmad Santoso,20,300000
42390,Ahmad Utami,20,300000
42391,Hadi Rahma,10,150000
42392,Ahmad Dani,20,300000
42393,Sri Utami,10,150000
42394,Eko Setiawan,15,225000
42395,Siti Wijaya,20,300000
42396,Budi Wijaya,25,375000
42397,Hadi Dani,30,450000
42398,Siti Setiawan,20,300000
42399,Dewi Rahma,30,450000
42400,Budi Kusuma,15,225000
42401,Sri Kusuma,20,300000
42402,Andi Wijaya,20,300000
42403,Mega Lestari,20,300000
42404,Hadi Kusuma,15,225000
42405,Rini Utami,15,225000
42406,Mega Dani,10,150000
42407,Dewi Wijaya,20,300000
42408,Mega Dani,10,150000
42409,Ahmad Mulyani,15,225000
42410,Siti Lestari,30,450000
42411,Budi Utami,10,150000
42412,Hadi Setiawan,20,300000
42413,Rini Prasetyo,25,375000
42414,Eko Setiawan,10,150000
42415,Siti Kusuma,10,150000
42416,Ahmad Utami,10,150000
42417,Eko Setiawan,10,150000
42418,Hadi Prasetyo,10,150000
42419,Budi Utami,15,225000
42420,Andi Setiawan,30,450000
42421,Sri Utami,15,225000
42422,Andi Rahma,30,450000
42423,Andi Setiawan,15,225000
42424,Dewi Lestari,10,150000
42425,Sri Lestari,10,150000
42426,Hadi Santoso,10,150000
42427,Dewi Prasetyo,20,300000
42428,Eko Wijaya,10,150000
42429,Eko Rahma,10,150000
42430,Eko Setiawan,30,450000
42431,Hadi Utami,30,450000
42432,Budi Santoso,15,225000
42433,Mega Santoso,10,150000
42434,Rini Dani,10,150000
42435,Hadi Utami,25,375000
42436,Eko Dani,30,450000
42437,Andi Prasetyo,10,150000
42438,Eko Mulyani,10,150000
42439,Dewi Rahma,20,300000
42440,Rini Prasetyo,30,450000
42441,Mega Kusuma,25,375000
42442,Eko Santoso,30,450000
42443,Hadi Rahma,15,225000
42444,Mega Mulyani,20,300000
42445,Hadi Prasetyo,10,150000
42446,Siti Kusuma,25,375000
42447,Hadi Santoso,25,375000
42448,Eko Setiawan,20,300000
42449,Siti Dani,30,450000
42450,Andi Kusuma,30,450000
42451,Ahmad Prasetyo,20,300000
42452,Eko Mulyani,20,300000
42453,Mega Prasetyo,20,300000
42454,Andi Dani,25,375000
42455,Siti Wijaya,10,150000
42456,Andi Mulyani,15,225000
42457,Sri Prasetyo,10,150000
42458,Andi Rahma,20,300000
42459,Sri Utami,25,375000
42460,Dewi Setiawan,10,150000
42461,Mega Santoso,30,450000
42462,Andi Mulyani,25,375000
42463,Siti Wijaya,10,150000
42464,Ahmad Kusuma,30,450000
42465,Eko Setiawan,15,225000
42466,Ahmad Santoso,20,300000
42467,Budi Mulyani,30,450000
42468,Rini Utami,15,225000
42469,Mega Utami,15,225000
42470,Mega Utami,20,300000
42471,Eko Kusuma,20,300000
42472,Ahmad Utami,20,300000
42473,Dewi Santoso,20,300000
42474,Andi Wijaya,20,300000
42475,Rini Lestari,30,450000
42476,Mega Dani,30,450000
42477,Mega Wijaya,20,300000
42478,Ahmad Setiawan,25,375000
42479,Ahmad Prasetyo,25,375000
42480,Andi Santoso,15,225000
42481,Eko Mulyani,30,450000
42482,Siti Rahma,10,150000
42483,Budi Prasetyo,20,300000
42484,Siti Prasetyo,25,375000
42485,Andi Setiawan,20,300000
42486,Budi Lestari,30,450000
42487,Budi Mulyani,10,150000
42488,Dewi Setiawan,30,450000
42489,Eko Rahma,30,450000
42490,Rini Santoso,15,225000
42491,Eko Prasetyo,25,375000
42492,Dewi Dani,30,450000
42493,Andi Setiawan,20,300000
42494,Sri Lestari,25,375000
42495,Mega Lestari,10,150000
42496,Andi Dani,25,375000
42497,Eko Lestari,10,150000
42498,Hadi Wijaya,25,375000
42499,Hadi Kusuma,25,375000
42500,Ahmad Kusuma,15,225000
42501,Andi Rahma,10,150000
42502,Mega Wijaya,10,150000
42503,Ahmad Rahma,15,225000
42504,Hadi Lestari,25,375000
42505,Siti Rahma,10,150000
42506,Eko Rahma,20,300000
42507,Andi Wijaya,15,225000
42508,Eko Kusuma,10,150000
42509,Siti Mulyani,25,375000
42510,Rini Setiawan,10,150000
42511,Budi Setiawan,30,450000
42512,Budi Wijaya,30,450000
42513,Mega Utami,25,375000
42514,Mega Setiawan,15,225000
42515,Hadi Setiawan,10,150000
42516,Mega Santoso,30,450000
42517,Dewi Rahma,25,375000
42518,Dewi Kusuma,25,375000
42519,Rini Wijaya,20,300000
42520,Budi Utami,25,375000
42521,Andi Dani,30,450000
42522,Sri Kusuma,25,375000
42523,Andi Kusuma,15,225000
42524,Eko Santoso,15,225000
42525,Siti Santoso,30,450000
42526,Sri Santoso,25,375000
42527,Hadi Utami,20,300000
42528,Andi Kusuma,25,375000
42529,Siti Rahma,30,450000
42530,Siti Dani,30,450000
42531,Sri Wijaya,10,150000
42532,Siti Utami,25,375000
42533,Rini Mulyani,10,150000
42534,Hadi Mulyani,15,225000
42535,Budi Utami,25,375000
42536,Sri Mulyani,25,375000
42537,Budi Prasetyo,15,225000
42538,Ahmad Mulyani,10,150000
42539,Mega Santoso,20,300000
42540,Siti Mulyani,25,375000
42541,Mega Mulyani,25,375000
42542,Siti Wijaya,25,375000
42543,Dewi Wijaya,20,300000
42544,Ahmad Wijaya,15,225000
42545,Rini Wijaya,30,450000
42546,Sri Rahma,25,375000
42547,Dewi Utami,20,300000
42548,Eko Setiawan,25,375000
42549,Budi Dani,30,450000
42550,Sri Lestari,10,150000
42551,Hadi Utami,10,150000
42552,Ahmad Santoso,30,450000
42553,Dewi Santoso,25,375000
